Date,Category,Product Brand Name And Type,Barcode,Quantity,Unit,Unit Weight (Kg),Total Weight (Kg),Unit Price (GBP),Total Price (GBP),Location/Store
20-05-2024,Chilled products with dairy and eggs,"Tesco 2 Garlic and Herb Chicken Kievs 270g, Chilled",5.0597E+12,5,Item,0.32,1.59,3.35,16.75,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Pasta 300G, Chilled",3286647,1,Item,0.33,0.33,2.85,2.85,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco British Chicken Thighs 600G (C), Chilled",5.05427E+12,2,Item,0.7,1.4,2.7,5.4,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Wall's Vegan Jumbo Roll 120G, Chilled",5.05595E+12,4,Item,0.13,0.52,1.45,5.8,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco Hoisin Duck Wrap, Chilled",3041741,4,Item,0.18,0.73,2.85,11.4,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco Deli Meat Feast Sub, Chilled",3281062,1,Item,0.19,0.19,2.85,2.85,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Bacon & Lettuce Sandwich, Chilled",3038536,1,Item,0.2,0.2,2.6,2.6,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco Finest Honey Roast Finely Sliced Ham 120g (C), Chilled",5.0597E+12,3,Item,0.12,0.36,3.75,11.25,Market Drayton
20-05-2024,Chilled products with dairy and eggs,"Tesco Egg & Cress Sandwich, Chilled",50436705,2,Item,0.19,0.38,1.5,3,Market Drayton
20-05-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,2,Item,0.08,0.15,1.1,2.4,Market Drayton
20-05-2024,Bread and bread products,"Tesco All Butter Chocolate Croissant, Bakery",3269299,1,Item,0.09,0.09,1.1,1.1,Market Drayton
20-05-2024,Other grocery,"Hartley Ready To Eat No Added Sugar Raspberry Jelly 115G, Grocery",50126019,2,Item,0.13,0.25,0.75,1.5,Market Drayton
20-05-2024,Eggs,"St.Ewe Rich Yolk Free Range Eggs 6 Pack, Eggs",5.06016E+12,3,Item,0.42,1.25,2.9,8.7,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Breaded Chicken Goujons 270g, Chilled",5.0597E+12,1,Item,0.31,0.31,3,3,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Fire Pit 2 Salt & Pepper Beef Steaks 200G, Chilled",5.0597E+12,3,Item,0.25,0.74,4,12,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Gammon Steak With Cheese & Pineapple 345G, Chilled",5.05427E+12,2,Item,0.39,0.78,5.2,10.4,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Salad Sandwich, Chilled",3055519,2,Item,0.24,0.48,2.6,5.2,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Thigh Fillets Skinless & Boneless 600G, Chilled",5.05775E+12,3,Item,0.64,1.93,5.4,16.2,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Southern Fried Chicken Wrap (C), Chilled",3061541,3,Item,0.2,0.6,2.85,8.55,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco 2 Lemon & Pepper Sea Bass Fillets 200G, Chilled",5.05755E+12,1,Item,0.24,0.24,5.2,5.2,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Eastman's Hot & Spicy Sliced Chicken 240G, Chilled",5.0597E+12,2,Item,0.26,0.52,1.99,3.98,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Hoisin Duck Wrap, Chilled",3041741,2,Item,0.18,0.37,2.85,5.7,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Falafel Houmous Wrap, Chilled",3297537,2,Item,0.2,0.4,2.85,5.7,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Pork & Garlic Brussels Pate 200G, Chilled",5.05478E+12,4,Item,0.22,0.88,1.45,5.8,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Sliced Roast Cooked Chicken Breast 180G, Chilled",5.05701E+12,3,Item,0.21,0.63,3.5,11.25,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco British Skimmed Milk 1.136L, 2 Pints, Chilled",5.00044E+12,16,Item,1.2,19.18,1.3,20.8,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Honey & Mustard Chicken Pasta 300G, Chilled",10089149,4,Item,0.34,1.36,2.85,11.4,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco Battered Haddock Goujons 200G, Chilled",5.05211E+12,1,Item,0.23,0.23,3.75,3.75,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"Tesco British Whole Milk 568Ml, 1 Pint, Chilled",5.03102E+12,3,Item,0.6,1.8,0.9,2.7,Market Drayton
21-05-2024,Chilled products with dairy and eggs,"The Vegetarian Butcher What the Cluck Vegan Chicken Chunks 160g, Chilled",8.71869E+12,4,Item,0.19,0.77,3.5,14,Market Drayton
21-05-2024,Bread and bread products,"Tesco Vanilla Creme Crown, Bakery",3048979,5,Item,0.09,0.45,1.15,5.5,Market Drayton
21-05-2024,Bread and bread products,"Warburtons Thin Bagels Plain 6 Pack, Bakery",5.01004E+12,1,Item,0.3,0.3,1.85,1.85,Market Drayton
21-05-2024,Bread and bread products,"Warburtons Small Wholemeal Medium Bread 400G, Bakery",5.01004E+12,2,Item,0.41,0.82,1.1,2.2,Market Drayton
21-05-2024,Bread and bread products,"Tesco Scotch Rolls 2 Pack, Bakery",5.05951E+12,1,Item,0.14,0.15,1.1,1.1,Market Drayton
21-05-2024,Bread and bread products,"Tesco Tiger Baton, Bakery",5.052E+12,2,Item,0.23,0.46,0.9,1.8,Market Drayton
21-05-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,3,Item,0.08,0.23,1.1,3.6,Market Drayton
21-05-2024,Bread and bread products,"Hovis Wholemeal Medium Bread 800G, Bakery",5.01E+12,1,Item,0.81,0.81,1.39,1.55,Market Drayton
21-05-2024,Bread and bread products,"Tesco All Butter Croissants 8 Pack, Bakery",5.00012E+12,1,Item,0.38,0.38,2.25,2.25,Market Drayton
21-05-2024,Bread and bread products,"Tesco Three Cheese Bloomer, Bakery",5.05427E+12,1,Item,0.43,0.43,2.3,2.3,Market Drayton
21-05-2024,Bread and bread products,"Warburton 4 Protein Thin Bagels, Bakery",5.01004E+12,1,Item,0.25,0.25,1.85,1.85,Market Drayton
21-05-2024,Bread and bread products,"Tesco White Baton, Bakery",5.00012E+12,2,Item,0.23,0.45,0.8,1.6,Market Drayton
21-05-2024,Bread and bread products,"Hovis Original 7 Seeds Bread 800G, Bakery",5.01E+12,5,Item,0.81,4.04,2.1,10.5,Market Drayton
21-05-2024,Bread and bread products,"Tesco Finest Wholemeal Seeds And Grains Bread 400G, Bakery",5.05775E+12,1,Item,0.42,0.42,1.15,1.15,Market Drayton
21-05-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,4,Item,0.08,0.32,1.15,4.4,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Core Ripen At Home Plum 400G (C), Fruit and Veg",3274743,1,Item,0.47,0.47,1.5,1.5,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Tenderstem & Mixed Vegetable 160G, Fruit and Veg",3285541,1,Item,0.18,0.18,1.9,1.9,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Peppery Babyleaf Rocket Salad 90G (C), Fruit and Veg",3282670,2,Item,0.1,0.2,1.5,3,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Sweet Chilli Houmous 182G, Fruit and Veg",5.05353E+12,2,Item,0.2,0.41,1.4,2.8,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Kale 180G (C), Fruit and Veg",3235713,2,Item,0.19,0.39,1.15,2.2,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Carrot 500G (C), Fruit and Veg",3272657,3,Item,0.53,1.6,0.45,1.35,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Mango 250G, Fruit and Veg",3340080,1,Item,0.27,0.27,2.35,2.35,Market Drayton
21-05-2024,Fresh vegetables,"Banana Each (C), Fruit and Veg",3049488,10,Item,0.23,2.27,0.27,2.7,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Red Seedless Grape Punnet (C), Fruit and Veg",10066157,1,Item,0.54,0.54,2.1,2.1,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Broccoli 375G, Fruit and Veg",3306864,3,Item,0.41,1.22,0.9,2.7,Market Drayton
21-05-2024,Fresh vegetables,"Tesco 4 Tex Mex Dips 428G, Fruit and Veg",3334690,3,Item,0.45,1.36,3.45,10.35,Market Drayton
21-05-2024,Fresh vegetables,"Tesco Conference Pear Minimum 4 Pack, Fruit and Veg",3250020,2,Item,0.69,1.38,1.7,3.4,Market Drayton
21-05-2024,Other grocery,"Jacob's Mini Cheddars Red Leicester 6X23g, Grocery",5.00017E+12,1,Item,0.14,0.14,2,2,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Stuffing Sandwich, Chilled",3035498,1,Item,0.2,0.2,2.6,2.6,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Beyond Burger Plant Based Patties 226G, Chilled",8.50004E+11,3,Item,0.25,0.75,4.4,15,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco Smoked Ham And Mature Cheddar Sub, Chilled",3222935,4,Item,0.2,0.79,2.85,11.4,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Pizza Express American Pizza 250G, Chilled",5.02453E+12,1,Item,0.33,0.33,5.75,5.75,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco Finest Spaghetti Carbonara 400G, Chilled",5.052E+12,1,Item,0.44,0.44,4.5,4.5,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco Piri Piri Roast Chicken Slices 160g, Chilled",5.0597E+12,1,Item,0.18,0.18,3,3.45,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco Organic British Semi Skimmed Milk 1.136L, 2 Pint, Chilled",5.05018E+12,3,Item,1.2,3.59,1.55,5.4,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Richmond 8 Meat Free Vegan Sausages 304G, Chilled",5.00034E+12,2,Item,0.32,0.65,2.75,5.5,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco British Crumbed Ham Slices Big Pack 400 G, Chilled",5.05291E+12,1,Item,0.43,0.43,5.75,5.75,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco Lamb Leg Steaks 300G, Chilled",5.0519E+12,1,Item,0.36,0.36,5.6,5.6,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tropicana Original Orange With Juicy Bits 900Ml, Chilled",5.02231E+12,6,Item,0.98,5.85,3.25,19.5,Market Drayton
22-05-2024,Chilled products with dairy and eggs,"Tesco 2 Sweet Chill Hot Smoked Salmon Fillets 180G, Chilled",5.05353E+12,3,Item,0.22,0.65,5.5,16.5,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Mixed Vegetables 225G (C), Fruit and Veg",3271162,1,Item,0.24,0.24,1.6,1.6,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Core Ripen At Home Nectarin 4 Pack (C), Fruit and Veg",3274767,2,Item,0.56,1.12,2,4,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Baby Corn 130G (C), Fruit and Veg",3271537,2,Item,0.15,0.29,1.3,2.6,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Sweet & Crunchy Salad 250G, Fruit and Veg",3336922,2,Item,0.25,0.5,0.85,1.7,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Mash Potato 400G, Fruit and Veg",10113950,1,Item,0.45,0.45,1.35,1.35,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Closed Cup Mushrooms 300G (C), Fruit and Veg",10111420,1,Item,0.32,0.32,1,1,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Blackberries 150G (C), Fruit and Veg",3257272,1,Item,0.17,0.17,2.3,2.3,Market Drayton
22-05-2024,Fresh vegetables,"Tesco Chestnut Mushroom 250G(C), Fruit and Veg",10004906,1,Item,0.28,0.28,1.25,1.25,Market Drayton
22-05-2024,Bread and bread products,"Tesco Panini 2 Pack, Bakery",5.05951E+12,1,Item,0.21,0.21,1.1,1.1,Market Drayton
22-05-2024,Bread and bread products,"Tesco All Butter Chocolate Croissant, Bakery",3269299,3,Item,0.09,0.27,1.1,3.3,Market Drayton
22-05-2024,Bread and bread products,"Tesco Wholemeal Pitta Bread 6 Pack, Bakery",5.05427E+12,2,Item,0.38,0.77,0.65,1.3,Market Drayton
22-05-2024,Bread and bread products,"Warburtons Toastie Sliced Small White Bread 400G, Bakery",5.01004E+12,1,Item,0.41,0.41,1.1,1.1,Market Drayton
22-05-2024,Bread and bread products,"Tesco Vanilla Creme Crown, Bakery",3048979,1,Item,0.09,0.09,1.15,1.1,Market Drayton
22-05-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,1,Item,0.07,0.07,1.1,1.1,Market Drayton
22-05-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,5,Item,0.08,0.4,1.1,5.5,Market Drayton
22-05-2024,Bread and bread products,"Dina Paninette 5 Large White Bread Wraps, Bakery",5.02282E+12,5,Item,0.5,2.51,1.25,6.25,Market Drayton
22-05-2024,Eggs,"Tesco Finest 2 Scotch Eggs 260G, Eggs",5.05775E+12,1,Item,0.27,0.27,2.6,3,Market Drayton
23-05-2024,Fresh vegetables,"Tesco Greek Salad 185G, Fruit and Veg",3310700,3,Item,0.23,0.69,3.1,9.3,Market Drayton
23-05-2024,Fresh vegetables,"Tesco Pineapple Fingers 500G (C), Fruit and Veg",3259450,1,Item,0.53,0.53,3.2,3.2,Market Drayton
23-05-2024,Fresh vegetables,"Tesco Caramelised Onion Houmous 182g (C), Fruit and Veg",5.0597E+12,2,Item,0.19,0.38,1.35,2.7,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Premier Deli Roasted Turkey Breast Slices 125G, Chilled",5.02224E+12,1,Item,0.14,0.14,2.5,2.9,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Pukka All Steak Pie, Chilled",5.03076E+12,1,Item,0.23,0.23,2,2.3,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Finest Honey Roast Finely Sliced Ham 120g (C), Chilled",5.0597E+12,1,Item,0.12,0.12,3.75,3.75,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Cauldron Foods Falafel 200G, Chilled",5.01368E+12,4,Item,0.22,0.88,2.75,11,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Wafer Thin Roast Chicken 125G, Chilled",5.05797E+12,4,Item,0.14,0.54,1.4,5.6,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Egg Mayonnaise Sandwich Filler 235g (C), Chilled",5.05775E+12,3,Item,0.25,0.75,2.15,6.45,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Tomato & Mozzarella Pasta Bake 400G, Chilled",5.0597E+12,1,Item,0.43,0.43,3.5,3.5,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Korma & Pilau Rice 400G, Chilled",5.0597E+12,1,Item,0.45,0.45,3.25,3.5,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Mozzarella 200g, Chilled",5.0597E+12,7,Item,0.21,1.46,1.15,8.05,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Salmon & Tuna Sushi 136G, Chilled",5.05797E+12,1,Item,0.16,0.16,3,3,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Smoked Salmon Sushi Snack 57G, Chilled",5.05775E+12,3,Item,0.07,0.2,1.3,3.9,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Cooked & Peeled King Prawns 150G, Chilled",5.05701E+12,1,Item,0.17,0.17,3.75,3.75,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Mackerel, Salmon & Prawn Sushi 155G, Chilled",5.0597E+12,3,Item,0.18,0.53,3,9,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Feta Semi Dried Tomato Pasta 290G, Chilled",3236420,1,Item,0.33,0.33,2.85,2.85,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Triple Sandwich, Chilled",5.05775E+12,1,Item,0.27,0.27,3,3,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Prawn Mayonnaise Sandwich, Chilled",3055533,2,Item,0.19,0.37,2.6,5.2,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco British Semi Skimmed Milk 568 Ml, 1 Pint, Chilled",5.03102E+12,2,Item,0.6,1.2,0.9,1.8,Market Drayton
23-05-2024,Chilled products with dairy and eggs,"Tesco Thai Green Chicken Curry & Jasmine Rice 400G, Chilled",5.0597E+12,1,Item,0.43,0.43,3.5,3.5,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Falafel Houmous Wrap, Chilled",3297537,4,Item,0.2,0.8,2.85,11.4,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Deli Meat Feast Sub, Chilled",3281062,4,Item,0.19,0.76,2.85,11.4,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Bacon & Lettuce Sandwich, Chilled",3038536,4,Item,0.2,0.8,2.6,10.4,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Hoisin Duck Wrap, Chilled",3041741,2,Item,0.18,0.37,2.85,5.7,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Cheese & Onion Sandwich, Chilled",3022177,2,Item,0.18,0.36,1.5,3,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Triple Sandwich, Chilled",5.05775E+12,3,Item,0.27,0.81,3,9,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Arla LactoFREE Semi Skimmed Milk Drink 1L, Chilled",5.00018E+12,6,Item,1.06,6.34,2,12,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Arla LactoFREE Whole Milk Drink 1L, Chilled",5.00018E+12,1,Item,1.05,1.05,2,2,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Sub, Chilled",3046487,1,Item,0.2,0.2,2.85,2.85,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Tuna & Cucumber Sandwich, Chilled",3056233,2,Item,0.19,0.37,2.1,4.2,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Carrot & Houmous 100G, Chilled",5.05775E+12,1,Item,0.11,0.11,1.3,1.3,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Sausage Bacon & & Egg Triple, Chilled",5.05114E+12,1,Item,0.28,0.28,3,3,Market Drayton
24-05-2024,Chilled products with dairy and eggs,"Tesco Smoked Salmon Sushi Snack 57G, Chilled",5.05775E+12,2,Item,0.07,0.14,1.3,2.6,Market Drayton
24-05-2024,Fresh vegetables,"Tesco Finest Spinach Pinenut Pasta 215G, Fruit and Veg",10112137,2,Item,0.23,0.47,2.9,5.8,Market Drayton
24-05-2024,Fresh vegetables,"Tesco 4 Baking Potatoes, Fruit and Veg",3465707,3,Item,0.91,2.73,0.8,2.4,Market Drayton
24-05-2024,Fresh vegetables,"Tesco Pineapple Fingers 80G, Fruit and Veg",3252703,6,Item,0.1,0.58,0.6,3.6,Market Drayton
24-05-2024,Fresh vegetables,"Lemons 4Pack (C), Fruit and Veg",10098752,17,Item,0.5,8.48,1.4,23.8,Market Drayton
24-05-2024,Fresh vegetables,"Tesco Pepper Stir Fry 320g EXP, Fruit and Veg",3424773,3,Item,0.33,0.98,1.5,4.5,Market Drayton
24-05-2024,Fresh vegetables,"Tesco Party Salad 455G, Fruit and Veg",5.0597E+12,3,Item,0.57,1.7,3,10.35,Market Drayton
24-05-2024,Fresh vegetables,"Tesco Melon & Pineapple Finger 300G, Fruit and Veg",3225912,1,Item,0.32,0.32,2.35,2.35,Market Drayton
24-05-2024,Fresh vegetables,"Tesco Egg Noodles 300G (C), Fruit and Veg",3265420,1,Item,0.32,0.32,1.4,1.4,Market Drayton
24-05-2024,Bread and bread products,"Tesco Folded Flatbreads Plain 6 Pack, Bakery",5.05478E+12,12,Item,0.23,2.74,1.45,17.4,Market Drayton
24-05-2024,Bread and bread products,"Tesco 8 Mini White Tortilla Wraps, Bakery",5.05797E+12,10,Item,0.26,2.61,1.3,13,Market Drayton
24-05-2024,Bread and bread products,"Tesco All Butter Chocolate Twist, Bakery",3277621,1,Item,0.08,0.08,1.1,1.2,Market Drayton
24-05-2024,Bread and bread products,"Tesco Sourdough Bloomer, Bakery",5.05478E+12,1,Item,0.48,0.48,2.3,2.3,Market Drayton
24-05-2024,Bread and bread products,"Tesco White Baton, Bakery",5.00012E+12,3,Item,0.23,0.68,0.8,2.4,Market Drayton
24-05-2024,Other grocery,"Walkers Wotsits Cheese Multipack Crisps 6x16.5g, Grocery",5.00033E+12,3,Item,0.11,0.34,2.15,6.45,Market Drayton
24-05-2024,Other grocery,"Walkers Sensations Roast Chicken & Thyme Sharing Bag Crisps 150g, Grocery",5.00033E+12,1,Item,0.16,0.16,2.75,2.75,Market Drayton
24-05-2024,Other grocery,"Rose In Ceramic, Non Food",5.05775E+12,1,Item,0.67,0.67,5,5,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco 3 Chilli Bean Soup 600G, Chilled",5.052E+12,2,Item,0.65,1.29,1.8,4,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Tuna & Cucumber Sandwich, Chilled",3056233,12,Item,0.19,2.22,2.1,25.2,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Drumsticks 600G, Chilled",5.05427E+12,1,Item,0.7,0.7,2.7,2.7,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Cooked & Peeled King Prawns 150G, Chilled",5.05701E+12,3,Item,0.17,0.51,3.75,11.25,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Bacon Sandwich (C), Chilled",5.052E+12,2,Item,0.17,0.34,2.1,4.2,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Organic British Semi Skimmed Milk 2.272L/4 Pints, Chilled",5.05018E+12,7,Item,2.38,16.67,2,16.1,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Organic British Whole Milk 2.272L/4 Pints, Chilled",5.05018E+12,2,Item,2.37,4.75,2,4.6,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Salmon, Prawn & Surimi Rolls Sriracha Mayonnaise 141G, Chilled",5.0597E+12,3,Item,0.17,0.51,3,9,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Cheese Triple Sandwich, Chilled",3057124,1,Item,0.25,0.25,3,3,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco 2 Roast Cooked Chicken Breast Fillets 245 G, Chilled",5.0519E+12,1,Item,0.28,0.28,3.95,3.95,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Billy Bear Slices 100G, Chilled",5.09934E+12,11,Item,0.11,1.2,1.4,15.4,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Spaghetti Bolognese 400G, Chilled",5.05951E+12,1,Item,0.44,0.44,3.5,3.5,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco British Smoked Ham 120g, Chilled",5.0597E+12,5,Item,0.13,0.66,2.2,11,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco British Honey Roast Ham 120g, Chilled",5.0597E+12,7,Item,0.13,0.92,2,15.4,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Chicken Triple Sandwich, Chilled",5.05775E+12,1,Item,0.27,0.27,3,3,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Chicken & Stuffing Sandwich, Chilled",3035498,2,Item,0.2,0.4,2.6,5.2,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Lean Beef Steak Mince 5% Fat 500G, Chilled",5.05775E+12,1,Item,0.52,0.52,3.8,3.8,Market Drayton
25-05-2024,Chilled products with dairy and eggs,"Tesco Egg & Cress Sandwich, Chilled",50436705,2,Item,0.19,0.38,1.5,3,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Spinach 250G, Fruit and Veg",3285732,1,Item,0.28,0.28,1.3,1.3,Market Drayton
25-05-2024,Fresh vegetables,"Apricot Punnet 320G (C), Fruit and Veg",3243381,2,Item,0.37,0.73,1.5,3,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Conference Pear Minimum 4 Pack, Fruit and Veg",3250020,3,Item,0.69,2.07,1.7,5.1,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Beansprout & Vegetable Stir Fry 320g (EXP), Fruit and Veg",3471319,2,Item,0.32,0.65,1.5,3,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Singapore Noodles 300G (C), Fruit and Veg",3270769,2,Item,0.32,0.63,1.4,2.8,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Crispy Sweet Potato Fries 300G, Fruit and Veg",3280638,1,Item,0.32,0.32,2.15,2.15,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Watermelon & Mango 230G, Fruit and Veg",3317921,2,Item,0.25,0.49,2.35,4.7,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Red Chillies 60G, Fruit and Veg",3264195,4,Item,0.07,0.26,0.6,2.4,Market Drayton
25-05-2024,Fresh vegetables,"Tesco Coriander 15G (C), Fruit and Veg",3268650,5,Item,0.02,0.11,0.85,4.25,Market Drayton
25-05-2024,Eggs,"Clarence Court Burford Browns Free Range Eggs 6 Pack, Eggs",5.02439E+12,3,Item,0.38,1.14,3.4,10.2,Market Drayton
25-05-2024,Bread and bread products,"Tesco All Butter Croissant, Bakery",3269275,1,Item,0.07,0.07,1.1,1.1,Market Drayton
25-05-2024,Bread and bread products,"Tesco English Muffins 4 Pack, Bakery",5.05755E+12,1,Item,0.3,0.3,0.8,0.9,Market Drayton
25-05-2024,Bread and bread products,"Tesco All Butter Almond Croissant (C), Bakery",3063330,2,Item,0.08,0.16,1.1,2.2,Market Drayton
25-05-2024,Bread and bread products,"Tesco Scotch Rolls 2 Pack, Bakery",5.05951E+12,2,Item,0.15,0.29,1.1,2.2,Market Drayton
25-05-2024,Bread and bread products,"Tesco Finest Wholemeal Seeds And Grains Bread 400G, Bakery",5.05775E+12,1,Item,0.42,0.42,1.15,1.15,Market Drayton
25-05-2024,Bread and bread products,"Genius Gluten Free Brioche Burger Buns 2 Pack, Bakery",5.0602E+12,1,Item,0.15,0.15,2.15,2.15,Market Drayton
25-05-2024,Bread and bread products,"Warburtons Small Wholemeal Medium Bread 400G, Bakery",5.01004E+12,2,Item,0.41,0.82,1.1,2.2,Market Drayton
26-05-2024,Chilled products with dairy and eggs,"Lurpak Lighter Spreadable Butter Rapeseed Oil 400G, Chilled",5.7409E+12,1,Item,0.42,0.42,4.25,4.25,Market Drayton
26-05-2024,Chilled products with dairy and eggs,"Tesco Plant Chef Soya Alternative To Greek Style Yogurt 400G, Chilled",5.0597E+12,1,Item,0.42,0.42,1.45,1.65,Market Drayton
26-05-2024,Chilled products with dairy and eggs,"Tesco Fire Pit 2 Salt & Pepper Beef Steaks 200G, Chilled",5.0597E+12,4,Item,0.25,0.99,4,16,Market Drayton
